index,age_yr,age_class,ppt_mm,GSppt_mm,GSinvkT,AinvkT,GSinvBoltzT,AinvBoltzT,lgs_mo,biomass_gm2,anpp_gm2y,ln_biomass,ln_npp,alpha,npp_gs,ln_npp_gs,npp_M,ln_npp_M,npp_gs_M,ln_npp_gs_M,T_gs,T_ma
903,81,81-350,1696.9,1696.9,40.1706531,40.1706531,40.19577697,40.19577697,12,38807,2315,10.56635592,7.747164967,1.005,192.9166667,5.262258317,0.056584356,-2.872022735,0.004715363,-5.356929385,15.74166667,15.74166667
904,82,81-350,753.6,692.8,40.56161202,41.22912133,40.56558301,41.24850375,7,11739,698,9.370671911,6.548219103,1.005,99.71428571,4.602308954,0.05673828,-2.869306168,0.008105469,-4.815216317,12.95714286,8.325
905,83,81-350,839.1,668.2,39.90841131,41.82221248,39.91400779,41.91955034,5,20602,1517,9.933143437,7.324489979,1.005,303.4,5.715052067,0.070065891,-2.658319175,0.014013178,-4.267757088,17.64,4.333333333
906,83,81-350,743.9,621.8,40.80030561,41.6421276,40.80407194,41.66552829,6,12646,718,9.445096239,6.576469569,1.005,119.6666667,4.7847101,0.054157861,-2.915852151,0.00902631,-4.70761162,11.28333333,5.533333333
907,83,81-350,819.5,673.2,40.8122628,41.4957101,40.81394603,41.5097652,6,23847,1129,10.0794137,7.029087564,1.005,188.1666667,5.237328095,0.045016634,-3.100723207,0.007502772,-4.892482676,11.2,6.516666667
908,84,81-350,485.3,402.1,40.21821842,42.70718937,40.22562939,42.86832341,5,9922,578,9.202509793,6.359573869,1.005,115.6,4.750135956,0.055634683,-2.888948473,0.011126937,-4.498386386,15.4,-1.416666667
909,84,81-350,567.7,479.2,40.19500176,41.96715279,40.20888239,42.07630239,6,10616,612,9.270117576,6.416732283,1.005,102,4.624972813,0.055037755,-2.899735881,0.009172959,-4.691495351,15.56666667,3.375
910,85,81-350,585.7,488.2,40.08762626,42.44943093,40.09439322,42.59634334,5,13417,765,9.504277839,6.639875834,1.005,153,5.030437921,0.054371052,-2.911923394,0.01087421,-4.521361306,16.34,0.233333333
911,85,81-350,1054.9,993.3,40.62020509,40.91057671,40.62546448,40.92092227,9,17884,906,9.791661737,6.809039306,1.005,100.6666667,4.611814729,0.048239324,-3.03158074,0.005359925,-5.228805317,12.54444444,10.51666667
912,85,81-350,1014.2,940.5,40.66567473,41.05046666,40.6699091,41.06107063,8,26620,1426,10.18941809,7.262628601,1.005,178.25,5.183187059,0.05090793,-2.977736581,0.006363491,-5.057178123,12.225,9.55
913,85,81-350,988.4,988.4,39.89560623,39.89560623,39.9053577,39.9053577,12,23709,1268,10.07361,7.145196135,1.005,105.6666667,4.660289485,0.050854741,-2.978781917,0.004237895,-5.463688567,17.73333333,17.73333333
914,85,81-350,1040.2,930,40.64075267,41.02627949,40.64491204,41.03682348,8,25734,1393,10.15556835,7.239214974,1.005,174.125,5.159773432,0.051450699,-2.967131222,0.006431337,-5.046572763,12.4,9.716666667
915,85,81-350,878,736,40.60012919,41.13777712,40.60290766,41.15015772,7,12917,492,9.466299552,6.198478716,1.005,70.28571429,4.252568567,0.036328514,-3.315152334,0.005189788,-5.261062483,12.68571429,8.95
916,86,81-350,621.5,505.1,41.03740205,41.96335898,41.03878344,41.98347236,5,27829,977,10.23383392,6.884486652,1.005,195.4,5.27504874,0.033356039,-3.400516439,0.006671208,-5.009954351,9.64,3.4
917,86,81-350,141.8,101.9,40.01850728,41.84483267,40.02261723,41.9281251,5,16339,676,9.701310167,6.516193076,1.005,135.2,4.906755164,0.039414416,-3.233623642,0.007882883,-4.843061554,16.84,4.183333333
918,86,81-350,817.9,735.6,40.50094403,41.35891512,40.50902997,41.39144926,7,27875,981,10.23548551,6.88857246,1.005,140.1428571,4.942662311,0.033437058,-3.398090477,0.004776723,-5.344000626,13.38571429,7.441666667
919,86,81-350,689,436,41.14142312,42.29472244,41.14257335,42.32179528,4,10988,603,9.304559047,6.401917197,1.005,150.75,5.015622836,0.052383446,-2.949164646,0.013095862,-4.335459007,8.925,1.233333333
920,87,81-350,1185.4,1185.4,40.25076684,40.25076684,40.28073535,40.28073535,12,12675,648,9.447386828,6.473890696,1.005,54,3.988984047,0.048765457,-3.020733066,0.004063788,-5.505639716,15.16666667,15.16666667
921,87,81-350,1187.9,1187.9,40.21008954,40.21008954,40.2303203,40.2303203,12,27235,1554,10.21225819,7.348587531,1.005,129.5,4.863680881,0.054218562,-2.91473195,0.004518214,-5.3996386,15.45833333,15.45833333
922,87,81-350,684.1,539.8,40.78931119,41.6994859,40.79056137,41.71877056,5,24806,1305,10.11884084,7.17395832,1.005,261,5.564520407,0.050012779,-2.995476723,0.010002556,-4.604914635,11.36,5.15
923,88,81-350,614.1,485.3,40.24890551,41.76075902,40.2523192,41.81783154,5,10215,1042,9.231612507,6.948897222,1.005,208.4,5.33945931,0.097405427,-2.328873347,0.019481085,-3.93831126,15.18,4.741666667
924,89,81-350,678.1,566.5,40.41430237,42.47143954,40.42042817,42.57983956,5,14547,910,9.585140066,6.8134446,1.005,182,5.204006687,0.059628528,-2.819621167,0.011925706,-4.429059079,14,0.091666667
925,90,81-350,634.6,427.2,41.22179887,42.42356763,41.22297684,42.45325455,4,13503,523,9.510667162,6.259581464,1.005,130.75,4.873287103,0.036933398,-3.298639034,0.00923335,-4.684933395,8.375,0.4
926,90,81-350,918.1,840.5,40.66765398,40.97557909,40.67396256,40.98750453,9,28703,888,10.26475693,6.788971743,1.005,98.66666667,4.591747166,0.02938976,-3.527108968,0.003265529,-5.724333545,12.21111111,10.06666667
927,90,81-350,875.7,715.8,40.6123077,41.1547973,40.61530162,41.16746611,7,15957,641,9.677652883,6.463029457,1.005,91.57142857,4.517119308,0.038272958,-3.263011691,0.005467565,-5.20892184,12.6,8.833333333
928,90,81-350,425.6,279.4,40.25076684,43.20002578,40.25159839,43.36142997,3,12207,590,9.409764837,6.380122537,1.005,196.6666667,5.281510248,0.046111582,-3.076691124,0.015370527,-4.175303413,15.16666667,-4.516666667
929,90,81-350,1812.6,1812.6,39.94710511,39.94710511,39.9690374,39.9690374,12,38239,2166,10.55161122,7.680637428,1.005,180.5,5.195730778,0.05373279,-2.923731845,0.004477733,-5.408638495,17.35833333,17.35833333
930,90,81-350,1027.9,1027.9,40.31718917,40.31718917,40.32686179,40.32686179,12,42909,1568,10.66683687,7.357556201,1.005,130.6666667,4.872649551,0.03464455,-3.362614857,0.002887046,-5.847521506,14.69166667,14.69166667
931,90,81-350,1009.3,957,40.60012919,41.11348698,40.60225082,41.12456449,7,20974,1042,9.951038854,6.948897222,1.005,148.8571429,5.002987073,0.047269178,-3.051896826,0.00675274,-4.997806975,12.68571429,9.116666667
932,90,81-350,662.3,525.6,40.95051669,41.86244307,40.95182111,41.88175271,5,22867,1100,10.0374501,7.003065459,1.005,220,5.393627546,0.045749615,-3.084571894,0.009149923,-4.694009806,10.24,4.066666667
933,90,81-350,297.6,202.6,41.33559012,42.47014428,41.33593952,42.49372694,4,9696,429,9.179468708,6.061456919,1.005,107.25,4.675162558,0.042260217,-3.163909133,0.010565054,-4.550203494,7.6,0.1
934,91,81-350,792.7,727.3,40.51508365,41.19497208,40.51929021,41.21507866,7,28685,842,10.26412962,6.735780014,1.005,120.2857143,4.789869865,0.027884892,-3.579670251,0.003983556,-5.5255804,13.28571429,8.558333333
935,92,81-350,716.3,449,41.26210463,42.39257325,41.26320352,42.41815857,4,18993,729,9.851825769,6.591673732,1.005,182.25,5.205379371,0.036537682,-3.309411166,0.009134421,-4.695705527,8.1,0.6
936,93,81-350,446.7,290.6,40.25076684,43.3034619,40.25161794,43.47613996,3,12260,525,9.414097209,6.263398263,1.005,175,5.164785974,0.040853228,-3.197769433,0.013617743,-4.296381722,15.16666667,-5.158333333
937,93,81-350,911.9,869.1,40.59810014,40.93222124,40.60542446,40.94622799,9,37212,1519,10.52438657,7.325807503,1.005,168.7777778,5.128582925,0.038727668,-3.251200999,0.004303074,-5.448425576,12.7,10.36666667
938,93,81-350,2077.9,2077.9,39.34553967,39.34553967,39.34911529,39.34911529,12,50965,2765,10.8388944,7.924795914,1.005,230.4166667,5.439889264,0.051390962,-2.96829296,0.00428258,-5.453199609,21.8,21.8
939,93,81-350,145.1,88.5,40.43894739,40.85776409,40.44297276,40.8696784,8,12479,635,9.431802511,6.453624999,1.005,79.375,4.374183457,0.048541483,-3.025336524,0.006067685,-5.104778066,13.825,10.88333333
940,94,81-350,680.1,521.8,41.04320752,42.08255866,41.0451431,42.10921733,5,19698,664,9.888272387,6.498282149,1.005,132.8,4.888844237,0.032082916,-3.439431599,0.006416583,-5.048869512,9.6,2.616666667
941,94,81-350,722.7,665.8,40.83688248,41.50807842,40.8408517,41.52751331,7,23991,1349,10.08543404,7.207118856,1.005,192.7142857,5.261208707,0.053464235,-2.928742353,0.007637748,-4.874652502,11.02857143,6.433333333
942,95,81-350,157.4,126.2,39.65476482,41.14993296,39.66993411,41.25066561,7,20160,649,9.911455722,6.475432717,1.005,92.71428571,4.529522568,0.030635976,-3.485580284,0.004376568,-5.431490433,19.5,8.866666667
943,95,81-350,851.3,782.3,39.83170388,41.10013963,39.84594446,41.17244951,7,12762,710,9.454227284,6.56526497,1.005,101.4285714,4.619354821,0.053065226,-2.936233451,0.007580747,-4.8821436,18.2,9.208333333
944,95,81-350,909.4,886.2,39.89408236,40.39554537,39.91147506,40.42832981,9,16680,643,9.721965676,6.466144724,1.005,71.44444444,4.268920147,0.036720108,-3.30443078,0.004080012,-5.501655357,17.74444444,14.13333333
945,95,81-350,1728.5,1596.2,40.27005502,40.81704763,40.27244543,40.82988568,7,15966,686,9.67821674,6.530877628,1.005,98,4.584967479,0.040936623,-3.195730196,0.005848089,-5.141640345,15.02857143,11.16666667
946,96,81-350,593.8,471,40.85824359,41.97727298,40.86028306,42.0085424,5,23301,1090,10.05625156,6.993932975,1.005,218,5.384495063,0.044485151,-3.11259984,0.00889703,-4.722037752,10.88,3.308333333
947,96,81-350,209.3,171.1,39.96692258,41.29024316,39.97765514,41.36849769,7,46333,1343,10.74360973,7.202661197,1.005,191.8571429,5.256751047,0.027469841,-3.594666581,0.003924263,-5.54057673,17.21428571,7.908333333
948,97,81-350,186.6,141.1,40.09316609,41.68450764,40.10276745,41.76833552,6,21979,622,9.997842731,6.432940093,1.005,103.6666667,4.641180624,0.026919836,-3.614891852,0.004486639,-5.406651321,16.3,5.25
949,97,81-350,489.2,424.7,40.43683378,42.85702071,40.44393627,43.00801626,5,7040,453,8.859363449,6.115892125,1.005,90.6,4.506454213,0.06155845,-2.787768141,0.01231169,-4.397206053,13.84,-2.366666667
950,97,81-350,1696.9,1696.9,39.21259309,39.21259309,39.22468947,39.22468947,12,53173,2720,10.88130603,7.908387159,1.005,226.6666667,5.42348051,0.048445036,-3.027325399,0.004037086,-5.512232048,22.8,22.8
951,98,81-350,880.9,866.5,40.033693,40.3510672,40.05757572,40.38410769,10,13162,692,9.485089169,6.539585956,1.005,69.2,4.237000863,0.050140377,-2.992928659,0.005014038,-5.295513752,16.73,14.45
952,98,81-350,676.4,625.5,40.66923752,41.46358694,40.67500193,41.49096085,7,12235,734,9.412055976,6.598509029,1.005,104.8571429,4.65259888,0.057233996,-2.860607227,0.008176285,-4.806517376,12.2,6.733333333
953,99,81-350,1625.5,1625.5,39.6491197,39.6491197,39.6691561,39.6691561,12,55018,2550,10.91541568,7.843848638,1.005,212.5,5.358941988,0.043886693,-3.126144124,0.003657224,-5.611050773,19.54166667,19.54166667
954,100,81-350,485.4,408,40.57255157,43.10908962,40.58022352,43.27223308,5,5458,318,8.604837701,5.762051383,1.005,63.6,4.15261347,0.055809537,-2.885810507,0.011161907,-4.495248419,12.88,-3.95
955,100,81-350,668.2,577.4,40.60215843,41.19253501,40.60576253,41.20763725,7,15203,757,9.629248056,6.629363253,1.005,108.1428571,4.683453104,0.047452264,-3.048031043,0.006778895,-4.993941192,12.67142857,8.575
956,100,81-350,485,408.1,40.50740663,43.02783968,40.51503571,43.18976635,5,20465,986,9.926471389,6.893656355,1.005,197.2,5.284218442,0.045846914,-3.082447391,0.009169383,-4.691885304,13.34,-3.441666667
957,100,81-350,558.3,418.7,41.00332807,42.12966362,41.00384404,42.15395011,4,13470,449,9.508220269,6.107022888,1.005,112.25,4.720728527,0.031785709,-3.448738483,0.007946427,-4.835032844,9.875,2.308333333
958,100,81-350,633.2,383.5,41.25721488,42.58833699,41.2575154,42.61824856,3,16068,479,9.684584995,6.171700597,1.005,159.6666667,5.073088309,0.02840167,-3.561307323,0.009467223,-4.659919612,8.133333333,-0.658333333
959,100,81-350,567.8,429.2,40.97799056,42.11692216,40.97856734,42.14189195,4,13229,384,9.490166668,5.950642553,1.005,96,4.564348191,0.027681943,-3.586974949,0.006920486,-4.97326931,10.05,2.391666667
960,100,81-350,847.7,718.9,40.9232858,41.48334915,40.9264959,41.49678534,7,33980,1170,10.4335274,7.064759028,1.005,167.1428571,5.118848879,0.03268183,-3.420936004,0.004668833,-5.366846153,10.42857143,6.6
961,100,81-350,616.2,540.8,40.74675519,41.36137192,40.75069907,41.37769315,7,19353,659,9.870602725,6.490723535,1.005,94.14285714,4.544813385,0.032411817,-3.429232204,0.00463026,-5.375142353,11.65714286,7.425
962,100,81-350,954,828.2,40.85536675,41.3871859,40.85800387,41.39916779,7,27391,729,10.21796977,6.591673732,1.005,104.1428571,4.645763583,0.025288997,-3.677385888,0.003612714,-5.623296037,10.9,7.25
963,100,81-350,930.6,869.7,40.68983475,40.99367199,40.69577695,41.00513577,9,28381,750,10.25347519,6.620073207,1.005,83.33333333,4.422848629,0.025105474,-3.684669356,0.002789497,-5.881893933,12.05555556,9.941666667
964,100,81-350,910.9,845.8,40.54136917,40.84458223,40.54721644,40.8559741,9,45125,1402,10.7171917,7.245655068,1.005,155.7777778,5.04843049,0.029448197,-3.525122587,0.003272022,-5.722347164,13.1,10.975
965,100,81-350,1402.1,1402.1,39.98380749,39.98380749,40.00264162,40.00264162,12,15610,1479,9.655667014,7.299121463,1.005,123.25,4.814214813,0.090281394,-2.404823886,0.00752345,-4.889730536,17.09166667,17.09166667
966,100,81-350,1731.9,1731.9,39.55115112,39.55115112,39.56669193,39.56669193,12,35352,2961,10.47311025,7.993282328,1.005,246.75,5.508375678,0.079484482,-2.53219347,0.006623707,-5.01710012,20.26666667,20.26666667
967,100,81-350,826.5,716.1,40.68553251,41.26577269,40.68907604,41.28034891,7,26477,1482,10.18403171,7.301147806,1.005,211.7142857,5.355237657,0.053194298,-2.933804063,0.007599185,-4.879714212,12.08571429,8.075
968,100,81-350,847.7,718.9,40.9232858,41.48334915,40.9264959,41.49678534,7,30786,1367,10.33481532,7.220373837,1.005,195.2857143,5.274463688,0.042167076,-3.16611556,0.006023868,-5.112025709,10.42857143,6.6
969,100,81-350,813.8,670.2,40.6123077,41.16452944,40.61547049,41.17768609,7,21462,1000,9.974039208,6.907755279,1.005,142.8571429,4.96184513,0.044327318,-3.116154126,0.006332474,-5.062064275,12.6,8.766666667
970,100,81-350,1002.8,1002.8,40.27288328,40.27288328,40.28212995,40.28212995,12,49117,2168,10.80196049,7.681560363,1.005,180.6666667,5.196653713,0.041818773,-3.174409926,0.003484898,-5.659316576,15.00833333,15.00833333
971,100,81-350,904.4,761.5,40.65295558,41.1864436,40.65564843,41.19857322,7,50056,2457,10.82089766,7.806696373,1.005,351,5.860786223,0.046499869,-3.068305773,0.006642838,-5.014215923,12.31428571,8.616666667
972,100,81-350,952.6,907.9,40.49286867,41.02023715,40.49505909,41.03198368,7,17125,859,9.748294663,6.755768922,1.005,122.7142857,4.809858773,0.047774311,-3.041267214,0.006824902,-4.987177364,13.44285714,9.758333333
973,100,81-350,873.1,822.7,40.72020275,41.2816752,40.72284614,41.29498529,7,10406,452,9.250137842,6.11368218,1.005,64.57142857,4.167772031,0.041473262,-3.182706351,0.005924752,-5.1286165,11.84285714,7.966666667
974,100,81-350,141.6,112.4,40.3370418,40.52485249,40.34361951,40.53481592,10,31308,1237,10.35162893,7.120444372,1.005,123.7,4.817859279,0.037517691,-3.282942707,0.003751769,-5.5855278,14.55,13.21666667
975,101,81-350,569,447.9,39.97990466,41.83226287,39.98489777,41.92001047,5,17429,894,9.765890765,6.795705775,1.005,178.8,5.186267863,0.048849338,-3.019014443,0.009769868,-4.628452356,17.12,4.266666667
976,101,81-350,819.5,673.2,40.8122628,41.4957101,40.81394603,41.5097652,6,29796,1367,10.30212944,7.220373837,1.005,227.8333333,5.428614367,0.043575237,-3.133266246,0.00726254,-4.925025715,11.2,6.516666667
977,101,81-350,92.9,92.9,40.26706081,40.26706081,40.29267292,40.29267292,12,24308,1041,10.09856079,6.947937069,1.005,86.75,4.463030419,0.040716717,-3.201116529,0.00339306,-5.686023178,15.05,15.05
978,102,81-350,555,451.1,40.04889024,42.03175272,40.0544321,42.13295815,5,11022,672,9.307648554,6.510258341,1.005,134.4,4.900820428,0.058196594,-2.843928457,0.011639319,-4.453366369,16.62,2.95
979,102,81-350,91.5,74.5,39.7757298,39.5331866,39.79022174,39.55244366,10,21261,1081,9.964629687,6.985641818,1.005,108.1,4.683056725,0.048373119,-3.028811018,0.004837312,-5.331396111,18.61,20.4
980,103,81-350,712.3,536.1,41.07225951,42.08128701,41.07410453,42.1062818,5,22740,722,10.03188077,6.582025139,1.005,144.4,4.972587226,0.030196929,-3.500015032,0.006039386,-5.109452945,9.4,2.625
981,103,81-350,661.4,482.3,39.99919666,42.10928097,40.00496643,42.2267135,5,13638,702,9.520615293,6.553933404,1.005,140.4,4.944495492,0.049080917,-3.014284966,0.009816183,-4.623722878,16.98,2.441666667
982,104,81-350,497.2,421.3,40.46221166,42.94557101,40.46953731,43.1039013,5,19096,961,9.857234168,6.867974409,1.005,192.2,5.258536497,0.047904495,-3.03854593,0.009580899,-4.647983842,13.66,-2.925
983,104,81-350,634,539.8,40.12088825,42.36162411,40.12752463,42.49399154,5,20335,940,9.920098818,6.845879875,1.005,188,5.236441963,0.043988835,-3.123819437,0.008797767,-4.73325735,16.1,0.8
984,105,81-350,310.8,84.3,41.3871859,42.72684414,41.3872188,42.75081384,2,16114,606,9.687443738,6.406879986,1.005,303,5.713732806,0.035828881,-3.329000971,0.017914441,-4.022148152,7.25,-1.541666667
985,105,81-350,1064.4,1047.4,40.48479653,40.57326082,40.49339335,40.58331996,11,24077,718,10.08901231,6.576469569,1.005,65.27272727,4.178574296,0.028353982,-3.562987799,0.002577635,-5.960883072,13.5,12.875
986,105,81-350,882.3,851.4,40.41430237,40.8122628,40.42368607,40.83148468,9,22221,877,10.00879307,6.776506992,1.005,97.44444444,4.579282415,0.037540684,-3.28233004,0.004171187,-5.479554617,14,11.2
987,105,81-350,826.5,716.1,40.68553251,41.26577269,40.68907604,41.28034891,7,25543,1124,10.14811859,7.02464903,1.005,160.5714286,5.078738881,0.041827128,-3.174210148,0.005975304,-5.120120297,12.08571429,8.075
988,107,81-350,196.3,124.9,40.64929394,42.52980794,40.65342055,42.6168261,5,19411,750,9.873595195,6.620073207,1.005,150,5.010635294,0.03677673,-3.302889964,0.007355346,-4.912327877,12.34,-0.283333333
989,108,81-350,540.1,445.8,39.86454236,41.9494542,39.87029189,42.06261526,5,13927,659,9.541584681,6.490723535,1.005,131.8,4.881285622,0.045113711,-3.09856907,0.009022742,-4.708006982,17.96,3.491666667
990,108,81-350,215,91.1,41.24743887,43.20002578,41.24748577,43.25910369,2,21810,742,9.990123859,6.609349243,1.005,371,5.916202063,0.032363461,-3.430725235,0.016181731,-4.123872416,8.2,-4.516666667
991,108,81-350,370.5,306.2,40.89856185,41.86370152,40.89990362,41.88534203,5,13390,522,9.502263439,6.257667588,1.005,104.4,4.648229675,0.037175432,-3.292107168,0.007435086,-4.90154508,10.6,4.058333333
992,108,81-350,676.8,640.6,40.55148807,41.19497208,40.55537951,41.21290048,7,27627,1264,10.22654883,7.142036575,1.005,180.5714286,5.196126426,0.043471705,-3.135645004,0.006210244,-5.081555153,13.02857143,8.558333333
993,109,81-350,637.1,430.2,41.22179887,42.42356763,41.22297684,42.45325455,4,17555,602,9.773094089,6.400257445,1.005,150.5,5.013963084,0.032656802,-3.421702114,0.008164201,-4.807996475,8.375,0.4
994,109,81-350,612.3,601,40.23061161,40.71322997,40.24502418,40.74219132,9,41352,1394,10.62987607,7.239932591,1.005,154.8888889,5.042708014,0.031965667,-3.443092856,0.003551741,-5.640317433,15.31111111,11.89166667
995,110,81-350,626.5,463.6,40.94545974,42.05333025,40.94593008,42.07667216,4,14735,425,9.597980895,6.052089169,1.005,106.25,4.665794808,0.027491412,-3.593881631,0.006872853,-4.980175992,10.275,2.808333333
996,110,81-350,648.3,531.5,40.15142693,42.10036977,40.15696518,42.19906888,5,23435,956,10.06198591,6.862757913,1.005,191.2,5.253320001,0.038792128,-3.249537927,0.007758426,-4.858975839,15.88,2.5
997,110,81-350,686.5,523.1,41.04320752,42.08255866,41.0451431,42.10921733,5,16579,968,9.715892113,6.875232087,1.005,193.6,5.265794175,0.055618495,-2.889239487,0.011123699,-4.498677399,9.6,2.616666667
998,110,81-350,1246.8,1246.8,40.24378774,40.24378774,40.27201357,40.27201357,12,31334,1570,10.35245905,7.358830898,1.005,130.8333333,4.873924249,0.047577732,-3.045390446,0.003964811,-5.530297096,15.21666667,15.21666667
999,110,81-350,1820.1,1820.1,39.10248866,39.10248866,39.1079954,39.1079954,12,57285,2168,10.95579409,7.681560363,1.005,180.6666667,5.196653713,0.035828461,-3.329012696,0.002985705,-5.813919346,23.63333333,23.63333333
1000,110,81-350,1102,1023.7,40.41743023,40.70965947,40.42251917,40.71999231,9,20985,829,9.951563176,6.720220155,1.005,92.11111111,4.522995578,0.037586857,-3.281100837,0.004176317,-5.478325414,13.97777778,11.91666667
1001,110,81-350,1097,998.3,40.54136917,40.84458223,40.54721644,40.8559741,9,25190,944,10.13420237,6.850126166,1.005,104.8888889,4.652901589,0.03562359,-3.334747215,0.003958177,-5.531971792,13.1,10.975
1002,111,81-350,485,408.1,40.50740663,43.02783968,40.51503571,43.18976635,5,8683,381,9.06912237,5.942799375,1.005,76.2,4.333361463,0.041933569,-3.171668607,0.008386714,-4.781106519,13.34,-3.441666667
1003,111,81-350,1623.2,1623.2,40.28686409,40.28686409,40.31390873,40.31390873,12,41481,2539,10.63299077,7.839525582,1.005,211.5833333,5.354618932,0.058039577,-2.846630142,0.004836631,-5.331536792,14.90833333,14.90833333
1004,113,81-350,625.5,452.1,41.09043791,42.25237511,41.09100863,42.2781131,4,14773,361,9.600556469,5.888877958,1.005,90.25,4.502583597,0.023291162,-3.759681293,0.005822791,-5.145975654,9.275,1.508333333
1005,114,81-350,555.2,451.4,39.90292241,41.90653399,39.90849767,42.01056045,5,24073,1118,10.08884616,7.019296654,1.005,223.6,5.409858741,0.044157445,-3.119993737,0.008831489,-4.729431649,17.68,3.775
1006,114,81-350,684.7,634.2,40.87181127,41.64337284,40.87688364,41.66902966,7,16054,547,9.683713319,6.304448802,1.005,78.14285714,4.358538653,0.032462066,-3.427683083,0.004637438,-5.373593232,10.78571429,5.525
1007,114,81-350,634.6,427.2,41.22179887,42.42356763,41.22297684,42.45325455,4,22047,894,10.00093182,6.795705775,1.005,223.5,5.409411414,0.038571921,-3.255230701,0.00964298,-4.641525062,8.375,0.4
1008,114,81-350,634.6,427.2,41.22179887,42.42356763,41.22297684,42.45325455,4,22047,894,10.00093182,6.795705775,1.005,223.5,5.409411414,0.038571921,-3.255230701,0.00964298,-4.641525062,8.375,0.4
1009,114,81-350,1809.7,1809.7,39.91847822,39.91847822,39.94243696,39.94243696,12,25161,1612,10.13305046,7.385230923,1.005,134.3333333,4.900324273,0.060902273,-2.798484785,0.005075189,-5.283391435,17.56666667,17.56666667
1010,115,81-350,686.5,523.1,41.04320752,42.08255866,41.0451431,42.10921733,5,18352,576,9.817493839,6.356107661,1.005,115.2,4.746669748,0.029882757,-3.510473648,0.005976551,-5.11991156,9.6,2.616666667
1011,115,81-350,269.1,171.5,40.89856185,42.9972839,40.89891102,43.08944123,3,55901,1316,10.93133755,7.182352112,1.005,438.6666667,6.083739823,0.022289443,-3.803642124,0.007429814,-4.902254413,10.6,-3.25
1012,115,81-350,1819.7,1819.7,39.90703895,39.90703895,39.93106703,39.93106703,12,50419,2550,10.82812337,7.843848638,1.005,212.5,5.358941988,0.047910751,-3.038415346,0.003992563,-5.523321996,17.65,17.65
1013,116,81-350,654.3,445.4,41.34295307,42.38870213,41.34327998,42.40892315,4,21790,574,9.989206428,6.352629396,1.005,143.5,4.966335035,0.025058979,-3.686523064,0.006264745,-5.072817425,7.55,0.625
1014,116,81-350,463.6,384.8,40.41899434,41.83100631,40.42484436,41.89782313,6,35392,852,10.47424108,6.747586527,1.005,142,4.955827058,0.022844937,-3.779025763,0.003807489,-5.570785233,13.96666667,4.275
1015,118,81-350,686.5,523.1,41.04320752,42.08255866,41.0451431,42.10921733,5,33163,798,10.40919008,6.682108597,1.005,159.6,5.072670685,0.022842615,-3.779127429,0.004568523,-5.388565341,9.6,2.616666667
1016,119,81-350,720.5,486.6,41.26944141,42.32557386,41.27018424,42.34768958,4,45210,1182,10.71907358,7.074963198,1.005,295.5,5.688668837,0.024780314,-3.69770575,0.006195078,-5.084000111,8.05,1.033333333
1017,119,81-350,689,436,41.14142312,42.29472244,41.14257335,42.32179528,4,22134,629,10.00487017,6.444131257,1.005,157.25,5.057836896,0.027031207,-3.610763261,0.006757802,-4.997057622,8.925,1.233333333
1018,120,81-350,686.5,523.1,41.04320752,42.08255866,41.0451431,42.10921733,5,25265,521,10.13717532,6.255750042,1.005,104.2,4.646312129,0.019602246,-3.932111153,0.003920449,-5.541549065,9.6,2.616666667
1019,120,81-350,606.4,247.1,41.40195122,42.71504911,41.40201577,42.7413918,2,21250,458,9.964112174,6.126869184,1.005,229,5.433722004,0.020505471,-3.887063551,0.010252735,-4.580210732,7.15,-1.466666667
1020,120,81-350,695.9,547.5,40.7955247,41.51302782,40.7975735,41.52835361,6,24659,596,10.11289722,6.390240667,1.005,99.33333333,4.598481198,0.022977931,-3.773221043,0.003829655,-5.564980513,11.31666667,6.4
1021,120,81-350,933.4,799.8,40.66033172,41.06257095,40.66501937,41.07415084,8,38386,829,10.55544809,6.720220155,1.005,103.625,4.640778613,0.020486172,-3.888005174,0.002560771,-5.967446716,12.2625,9.466666667
1022,120,81-350,942.7,925,40.46283868,40.76208966,40.46826706,40.77301595,9,20780,600,9.941746265,6.396929655,1.005,66.66666667,4.199705078,0.027473721,-3.594525341,0.003052636,-5.791749918,13.65555556,11.55
1023,120,81-350,485.3,402.1,40.21821842,42.70718937,40.22562939,42.86832341,5,8356,513,9.030735123,6.240275845,1.005,102.6,4.630837933,0.058682545,-2.835612953,0.011736509,-4.445050866,15.4,-1.416666667
1024,120,81-350,717.5,336.5,41.34540797,42.53370487,41.34597014,42.55772021,3,14634,1032,9.591102867,6.939253946,1.005,344,5.840641657,0.067218657,-2.699804436,0.022406219,-3.798416724,7.533333333,-0.308333333
1025,120,81-350,1771,1771,39.88075349,39.88075349,39.90368739,39.90368739,12,39191,1816,10.57620241,7.504391559,1.005,151.3333333,5.019484909,0.043950474,-3.12469186,0.00366254,-5.60959851,17.84166667,17.84166667
1026,120,81-350,958,948.3,40.40023299,40.58863396,40.40726682,40.59900127,10,22116,968,10.00405661,6.875232087,1.005,96.8,4.572646994,0.041633722,-3.178844803,0.004163372,-5.481429896,14.1,12.76666667
1027,120,81-350,921.9,894.2,40.56341237,40.86615697,40.56908105,40.87739326,9,25056,1046,10.1288686,6.952728645,1.005,116.2222222,4.755504067,0.039684909,-3.226784297,0.004409434,-5.424008874,12.94444444,10.825
