"Taxa footnotes, ""[a]"", are found in Column C.",Literature or other reference., Footnotes from respective pages of Cannell (1982).,Original table order for sorting purposes.,years,log10 years,m,log10 m,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year
Populus tremuloides,Cannell (1982).   Page 36,,81,30,1.477121,9,0.954243,-999,-999,60,1.778151,2.727272727,0.435729,62.7272727,1.797456,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Populus tremuloides,Cannell (1982).   Page 36,,82,30,1.477121,9,0.954243,-999,-999,59.02777778,1.771056,2.777777778,0.443697,61.8055556,1.791028,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Populus grandidentata (67%) [a] P. tremuloides (26%) [a] et al.,Cannell (1982).   Page 36,[a] Percentage of the total basal area.,83,40,1.60206,-999,-999,-999,-999,54.34362934,1.735149,1.544401544,0.18876,55.8880309,1.747319,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Populus tremuloides,Cannell (1982).   Page 37,,84,-999,-999,6.7,0.826075,-999,-999,9.815789474,0.991925,3.684210526,0.566344,13.5,1.130334,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Populus tremuloides,Cannell (1982).   Page 37,,85,-999,-999,8.7,0.939519,-999,-999,15.18421053,1.181392,0.447368421,-0.34933,15.6315789,1.194003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Populus tremuloides,Cannell (1982).   Page 37,,86,-999,-999,11.2,1.049218,-999,-999,28.33333333,1.452298,0.583333333,-0.23408,28.9166667,1.461148,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Populus tremuloides,Cannell (1982).   Page 37,,87,-999,-999,15.1,1.178977,-999,-999,172.8,2.237544,2.9,0.462398,175.7,2.244772,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Populus tremuloides et al.,Cannell (1982).   Page 38,,88,5,0.69897,7.5,0.875061,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.230770345,-0.63682,0.083333572,-1.07918,-999,-999,-999,-999
Populus tremuloides et al.,Cannell (1982).   Page 38,,89,15,1.176091,13.6,1.133539,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.659568642,-0.18074,0.276598614,-0.55815,-999,-999,-999,-999
Populus tremuloides et al.,Cannell (1982).   Page 38,,90,52,1.716003,26,1.414973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.619433056,0.209363,3.036435079,0.482364,-999,-999,-999,-999
Abies amabilis (69%) [a] Tsuga mertensiana (31%) [a],Cannell (1982).   Page 39,[a] Percentage of the total tree number.,91,325,2.511883,29.5,1.469822,-999,-999,2324.886878,3.366402,128.5067873,2.108926,2453.39367,3.389767,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Abies balsamea, Picea rubens",Cannell (1982).   Page 39,,92,,,,,,,,,,,,,,,,,,,,,,,,
"Abies balsamea (89-98%) [a], Picea mariana and Picea glauca (0-10%) [a], Betula papyrifera and Betula alleghaniensis (1-5%) [a]",Cannell (1982).   Page 40,[a] Percentage of total basal area (B. alleghaniensis syn. B. lutea).,93,51,1.70757,11,1.041393,19.40217391,1.28785,48.58695652,1.68652,9.456521739,0.975731,58.0434783,1.763753,0.326086957,-0.48667,77.44565217,1.888997041,2.538043142,0.404499,2.554347621,0.40728,-999,-999,-999,-999
"Abies balsamea (89-98%) [a], Picea mariana and Picea glauca (0-10%) [a], Betula papyrifera and Betula alleghaniensis (1-5%) [a]",Cannell (1982).   Page 40,[a] Percentage of total basal area (B. alleghaniensis syn. B. lutea).,94,42,1.623249,9.8,0.991226,13.36109008,1.125842,32.66464799,1.514078,6.169568509,0.790255,38.8342165,1.589215,0.264950795,-0.57683,52.19530659,1.717631453,1.835730823,0.263809,1.661621106,0.220532,-999,-999,-999,-999
"Abies balsamea (89-98%) [a], Picea mariana and Picea glauca (0-10%) [a], Betula papyrifera and Betula alleghaniensis (1-5%) [a]",Cannell (1982).   Page 40,[a] Percentage of total basal area (B. alleghaniensis syn. B. lutea).,95,42,1.623249,9.4,0.973128,10.05278311,1.002286,22.93666027,1.36053,4.10268714,0.613068,27.0393474,1.431996,0.143953935,-0.84178,37.09213052,1.569281779,1.204414568,0.080776,1.084453663,0.035211,-999,-999,-999,-999
"Abies balsamea (89-98%) [a], Picea mariana and Picea glauca (0-10%) [a], Betula papyrifera and Betula alleghaniensis (1-5%) [a]",Cannell (1982).   Page 40,[a] Percentage of total basal area (B. alleghaniensis syn. B. lutea).,96,43,1.633468,9.8,0.991226,9.214092141,0.964453,22.88930582,1.359633,3.814884303,0.581481,26.7041901,1.426579,0.145924536,-0.83587,35.91828226,1.555315559,1.16322573,0.065664,1.023556923,0.010112,-999,-999,-999,-999
"Abies balsamea (89-98%) [a], Picea mariana and Picea glauca (0-10%) [a], Betula papyrifera and Betula alleghaniensis (1-5%) [a]",Cannell (1982).   Page 40,[a] Percentage of total basal area (B. alleghaniensis syn. B. lutea).,97,42,1.623249,9.8,0.991226,6.160083704,0.789587,16.03452786,1.205056,2.445723254,0.388407,18.4802511,1.266708,0.078472404,-1.10528,24.64033482,1.391646605,0.846194114,-0.07253,0.665702212,-0.17672,-999,-999,-999,-999
"Abies balsamea (89-98%) [a], Picea mariana and Picea glauca (0-10%) [a], Betula papyrifera and Betula alleghaniensis (1-5%) [a]",Cannell (1982).   Page 40,[a] Percentage of total basal area (B. alleghaniensis syn. B. lutea).,98,42,1.623249,8.3,0.919078,4.154991594,0.61857,10.74373549,1.031155,1.577135538,0.197869,12.320871,1.090641,0.040028821,-1.39763,16.47586262,1.216848162,0.57161024,-0.2429,0.432314697,-0.3642,-999,-999,-999,-999
Picea mariana,Cannell (1982).   Page 41,,99,65,1.812913,13.3,1.123852,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Picea mariana with a few Picea glauca, Larix laricina and understorey shrubs",Cannell (1982).   Page 41,,100,80,1.90309,7.5,0.875061,18.28571429,1.262112,22.66666667,1.355388,7.238095238,0.859624,29.9047619,1.47574,1.333333333,0.124939,48.19047619,1.682961218,-999,-999,-999,-999,-999,-999,-999,-999
Picea mariana,Cannell (1982).   Page 42,,101,-999,-999,3.5,0.544068,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Picea mariana,Cannell (1982).   Page 42,,102,-999,-999,3.5,0.544068,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Picea mariana,Cannell (1982).   Page 42,,103,-999,-999,4.5,0.653213,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Picea mariana,Cannell (1982).   Page 42,,104,-999,-999,5.5,0.740363,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Picea mariana,Cannell (1982).   Page 42,,105,-999,-999,7.5,0.875061,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Picea mariana,Cannell (1982).   Page 42,,106,-999,-999,6.5,0.812913,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Picea rubens, with Picea mariana, Picea glauca, Abies balsamea, Tsuga canadensis et al.",Cannell (1982).   Page 43,,107,84,1.924279,14.9,1.173186,8.456659619,0.927199,31.833283,1.502881,4.80217457,0.681438,36.6354576,1.563902,0.060404712,-1.21893,45.09211719,1.654100627,0.869821223,-0.06057,0.41981698,-0.37694,0.217455301,-0.66263,1.507097554,0.178141365
"Picea rubens, with Picea mariana, Picea glauca, Abies balsamea, Tsuga canadensis et al.",Cannell (1982).   Page 43,,108,130,2.113943,20.7,1.31597,5.243983219,0.719661,17.55354383,1.244365,1.103996467,0.042968,18.6575403,1.270854,0.022079929,-1.656,23.90152352,1.378425584,0.237361348,-0.62459,0.186573518,-0.72915,0.071759598,-1.14412,0.495694414,-0.304785975
"Picea rubens, with Picea mariana, Picea glauca, Abies balsamea, Tsuga canadensis et al.",Cannell (1982).   Page 43,,109,212,2.326336,25.6,1.40824,34.09461664,1.532686,143.817292,2.157811,6.91680261,0.839905,150.734095,2.178211,0.032626427,-1.48643,184.8287113,2.266769435,2.417619779,0.383388,0.851549699,-0.06979,0.50896744,-0.29331,3.778140294,0.577278081
"Picea rubens, with Picea mariana, Picea glauca, Abies balsamea, Tsuga canadensis et al.",Cannell (1982).   Page 43,,110,246,2.390935,18.3,1.262451,15.9835009,1.203672,39.49471513,1.596539,5.155968033,0.71231,44.6506832,1.649828,0.02577984,-1.58872,60.63418407,1.782717538,1.482340587,0.170948,0.657385317,-0.18218,0.273268769,-0.56341,2.412993039,0.382556069
Pinus banksiana,Cannell (1982).   Page 44,,111,20,1.30103,8.2,0.913814,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 44,,112,20,1.30103,7.9,0.897627,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 44,,113,30,1.477121,13.1,1.117271,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 44,,114,30,1.477121,13.1,1.117271,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 44,,115,65,1.812913,22.9,1.359835,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 44,,116,65,1.812913,20.4,1.30963,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 45,,117,20,1.30103,6.4,0.80618,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 45,,118,20,1.30103,6.4,0.80618,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 45,,119,30,1.477121,11,1.041393,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 45,,120,30,1.477121,11.6,1.064458,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 45,,121,65,1.812913,18.9,1.276462,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 45,,122,65,1.812913,18.3,1.262451,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 46,,123,13,1.113943,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 46,,124,16,1.20412,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 46,,125,29,1.462398,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 46,,126,29,1.462398,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 46,,127,31,1.491362,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 47,,128,37,1.568202,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 47,,129,37,1.568202,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 47,,130,38,1.579784,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 47,,131,40,1.60206,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 47,,132,44,1.643453,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 47,,133,49,1.690196,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus banksiana,Cannell (1982).   Page 47,,134,57,1.755875,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Pinus banksiana, with some Picea mariana et al.",Cannell (1982).   Page 48,,135,44,1.643453,15.6,1.193125,-999,-999,28.89661714,1.460847,1.517546633,0.181142,30.4141638,1.483076,0.094846665,-1.02298,-999,-999,1.018021617,0.007757,0.429971827,-0.36656,-999,-999,-999,-999
"Pinus banksiana, with some Picea mariana et al.",Cannell (1982).   Page 48,,136,44,1.643453,14.6,1.164353,-999,-999,30.06639267,1.478081,1.422699968,0.153113,31.4890926,1.49816,0.094846665,-1.02298,-999,-999,1.046475343,0.019729,0.429971827,-0.36656,-999,-999,-999,-999
"Pinus banksiana, with some Picea mariana et al.",Cannell (1982).   Page 48,,137,44,1.643453,15.4,1.187521,-999,-999,43.83020731,1.641774,2.51727542,0.400931,46.3474827,1.666026,0.148075025,-0.82952,-999,-999,1.55972488,0.193048,0.705829816,-0.1513,-999,-999,-999,-999
"Pinus banksiana, with some Picea mariana et al.",Cannell (1982).   Page 48,,138,44,1.643453,15.7,1.1959,-999,-999,45.36031589,1.656676,2.369200395,0.374602,47.7295163,1.678787,0.148075025,-0.82952,-999,-999,1.579468613,0.198511,0.715698324,-0.14527,-999,-999,-999,-999
"Pinus banksiana, with some Picea mariana et al.",Cannell (1982).   Page 48,,139,44,1.643453,15,1.176091,-999,-999,45.74898785,1.660381,2.753036437,0.439812,48.5020243,1.68576,0.16194332,-0.79064,-999,-999,1.62752999,0.211529,0.744937779,-0.12788,-999,-999,-999,-999
"Pinus banksiana, with some Picea mariana et al.",Cannell (1982).   Page 48,,140,44,1.643453,15.3,1.184691,-999,-999,56.74536256,1.75393,3.119730185,0.494117,59.8650927,1.777174,0.168634064,-0.77305,-999,-999,1.947722136,0.289527,0.910625903,-0.04066,-999,-999,-999,-999
"Pinus banksiana, with some Picea mariana et al.",Cannell (1982).   Page 49,,141,44,1.643453,13.2,1.120574,-999,-999,15.9922179,1.203909,1.517509728,0.181131,17.5097276,1.243279,0.175097276,-0.75672,-999,-999,0.723735707,-0.14042,0.332682533,-0.47797,-999,-999,-999,-999
"Pinus banksiana, with some Picea mariana et al.",Cannell (1982).   Page 49,,142,44,1.643453,13.6,1.133539,-999,-999,21.52250885,1.332893,1.846231664,0.266286,23.3687405,1.368635,0.252908447,-0.59704,-999,-999,0.943343801,-0.02533,0.44005808,-0.35649,-999,-999,-999,-999
"Pinus banksiana, with some Picea mariana et al.",Cannell (1982).   Page 49,,143,44,1.643453,13,1.113943,-999,-999,20.44699487,1.310629,2.144367261,0.331299,22.5913621,1.353942,0.241618846,-0.61687,-999,-999,0.918142308,-0.03709,0.510422723,-0.29207,-999,-999,-999,-999
"Pinus banksiana, with some Picea mariana et al.",Cannell (1982).   Page 49,,144,44,1.643453,13.8,1.139879,-999,-999,27.88815305,1.44542,2.538631347,0.4046,30.4267844,1.483256,0.441501104,-0.35507,-999,-999,1.203089676,0.080298,0.688002474,-0.16241,-999,-999,-999,-999
"Pinus banksiana, with some Picea mariana et al.",Cannell (1982).   Page 49,,145,44,1.643453,13.2,1.120574,-999,-999,33.23114654,1.521545,3.556100552,0.550974,36.7872471,1.565697,0.551808706,-0.25821,-999,-999,1.446964912,0.160458,1.005518349,0.00239,-999,-999,-999,-999
"Pinus banksiana, with some Picea mariana et al.",Cannell (1982).   Page 49,,146,44,1.643453,13.4,1.127105,-999,-999,35.58967202,1.551324,3.977669225,0.599629,39.5673412,1.597337,0.628053036,-0.202,-999,-999,1.556177028,0.192059,1.102582258,0.042411,-999,-999,-999,-999
"Pinus contorta, with few Picea glauca var. albertiana",Cannell (1982).   Page 50,,147,100,2,16.7,1.222716,16.73938913,1.22374,90.12296708,1.954835,4.958349861,0.695337,95.0813169,1.978095,-999,-999,111.8207061,2.04852223,-999,-999,-999,-999,-999,-999,-999,-999
"Pinus contorta, with few Picea glauca var. albertiana",Cannell (1982).   Page 50,,148,100,2,20.3,1.307496,48.9539749,1.689788,246.3040446,2.391472,20.36262204,1.308834,266.666667,2.425969,-999,-999,315.6206416,2.499165398,-999,-999,-999,-999,-999,-999,-999,-999
"Pinus contorta, with few Picea glauca var. albertiana",Cannell (1982).   Page 50,,149,100,2,5.7,0.755875,1.672513666,0.22337,6.706371869,0.826488,0.60373664,-0.21915,7.31010851,0.863924,-999,-999,8.982622175,0.953403133,-999,-999,-999,-999,-999,-999,-999,-999
"Pseudotsuga menziesii (97%) [a], Thuja plicata and Tsuga heterophylla, ",Cannell (1982).   Page 51,[a] Percentage of the total tree biomass.,150,,,,,,,,,,,,,,,,,,,,,,,,
"Tsuga heterophylla (59%) [a], Thuja plicata (28%) [a], Chamaecyparis nookatensis",Cannell (1982).   Page 52,[a] Percentage of the total tree number.,151,-999,-999,21,1.322219,-999,-999,267.3611111,2.427098,20.83333333,1.318759,288.194444,2.459686,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Chusquea culeou (bamboo),Cannell (1982).   Page 53,,152,-999,-999,5.5,0.740363,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.027850308,-1.55517,0.021350104,-1.6706,-999,-999,-999,-999
Chusquea culeou (bamboo),Cannell (1982).   Page 53,,153,-999,-999,5.5,0.740363,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.04088274,-1.38846,0.025117708,-1.60002,-999,-999,-999,-999
"Bellucia grossularioides, Miconia minutiflora et al.",Cannell (1982).   Page 54,,154,2,0.30103,3,0.477121,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Bellucia grossularioides, Miconia minutiflora et al.",Cannell (1982).   Page 54,,155,5,0.69897,12,1.079181,-999,-999,16.24324324,1.210673,0.891891892,-0.04969,17.1351351,1.233888,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Bellucia grossularioides, Miconia minutiflora et al.",Cannell (1982).   Page 54,,156,16,1.20412,18,1.255273,-999,-999,157.7741408,2.198036,5.155482815,0.712269,162.929624,2.212,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Jessenia polycarpa (palm), Psuedolmedia rigida et al.",Cannell (1982).   Page 55,,157,-999,-999,25,1.39794,-999,-999,215,2.332438,5.833333333,0.765917,220.833333,2.344065,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Clathotropis brachipetalum, Couma macrocarpa et al.",Cannell (1982).   Page 55,,158,-999,-999,33,1.518514,-999,-999,524.6666667,2.719883,11.66666667,1.066947,536.333333,2.729435,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Carpinus betulus, Acer campestre, Quercus cerris, Quercus petraea et al.",Cannell (1982).   Page 56,,159,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Carpinus betulus, Acer campestre, Quercus cerris, Quercus petraea et al.",Cannell (1982).   Page 56,,160,60,1.778151,19,1.278754,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.959074932,0.998219,4.638472648,0.666375,-999,-999,-999,-999
Abies alba,Cannell (1982).   Page 57,,161,51,1.70757,17,1.230449,45.0509898,1.653704,94.48110378,1.975345,2.039592082,0.309543,96.5206959,1.98462,1.019796041,0.008513,141.5716857,2.150976403,-999,-999,-999,-999,-999,-999,-999,-999
"Quercus robur (19%) [a], Fraxinus excelsior (19%) [a], Tilia sp., Acer sp. et al.",Cannell (1982).   Page 57,[a] Percentage of the total stem volume per hectare.,162,96,1.982271,27.5,1.439333,17.21311475,1.235859,143.442623,2.156678,7.962529274,0.901051,151.405152,2.180141,-999,-999,168.618267,2.226904621,17.15457646,1.23438,3.782204439,0.577745,-999,-999,-999,-999
Fagus sylvatica,Cannell (1982).   Page 58,,163,47,1.672098,14.6,1.164353,-999,-999,-999,-999,1.465457083,0.165973,-999,-999,-999,-999,-999,-999,5.792045969,0.762832,1.465456731,0.165973,-999,-999,-999,-999
Fagus sylvatica,Cannell (1982).   Page 58,,164,54,1.732394,16.1,1.206826,-999,-999,-999,-999,2.30125523,0.361965,-999,-999,-999,-999,-999,-999,9.93724506,0.997266,2.301256351,0.361965,-999,-999,-999,-999
Fagus sylvatica,Cannell (1982).   Page 58,,165,58,1.763428,14.5,1.161368,-999,-999,-999,-999,1.974723539,0.295506,-999,-999,-999,-999,-999,-999,4.897314558,0.689958,1.974722161,0.295506,-999,-999,-999,-999
Fagus sylvatica,Cannell (1982).   Page 58,,166,118,2.071882,24.8,1.394452,-999,-999,-999,-999,9.594095941,0.982004,-999,-999,-999,-999,-999,-999,28.04426098,1.447844,9.59409468,0.982004,-999,-999,-999,-999
Fagus sylvatica,Cannell (1982).   Page 58,,167,150,2.176091,22.1,1.344392,-999,-999,-999,-999,9.666666667,0.985277,-999,-999,-999,-999,-999,-999,15.33334827,1.185637,9.666672383,0.985277,-999,-999,-999,-999
Fagus sylvatica,Cannell (1982).   Page 58,,168,200,2.30103,26,1.414973,-999,-999,-999,-999,16.88311688,1.227453,-999,-999,-999,-999,-999,-999,28.57143149,1.455932,16.88313138,1.227453,-999,-999,-999,-999
Fagus sylvatica,Cannell (1982).   Page 59,,169,87.5,1.942008,28.6,1.456366,116.7567568,2.067282,577.2972973,2.7614,5.675675676,0.754018,582.972973,2.765648,-999,-999,699.7297297,2.844930326,25.99997917,1.414973,7.270277704,0.861551,-999,-999,-999,-999
Fraxinus excelsior,Cannell (1982).   Page 60,,170,12,1.079181,-999,-999,-999,-999,-999,-999,0.509433962,-0.29291,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Fraxinus excelsior,Cannell (1982).   Page 60,,171,14,1.146128,-999,-999,-999,-999,-999,-999,0.675,-0.1707,-999,-999,-999,-999,-999,-999,1.175000361,0.070038,0.674994136,-0.1707,-999,-999,-999,-999
"Betula pubescens (84%) [a], Betula verrucosa (16%) [a]",Cannell (1982).   Page 61,[a] Percentage of the tree number (Betula verrucosa syn. B. pendula).,172,40,1.60206,20.6,1.313867,23.81422925,1.376837,86.06719368,1.934838,2.865612648,0.457217,88.9328063,1.949062,-999,-999,112.7470356,2.052105132,3.784582702,0.578018,2.865609445,0.457217,-999,-999,-999,-999
Picea abies,Cannell (1982).   Page 62,,173,260,2.414973,16.2,1.209515,68.18181818,1.833669,153.4545455,2.18598,12,1.079181,165.454545,2.218679,0.363636364,-0.43933,233.6363636,2.368540438,-999,-999,-999,-999,-999,-999,-999,-999
Pinus sylvestris,Cannell (1982).   Page 63,,174,28,1.447158,6.4,0.80618,2.404671934,0.381056,5.084163518,0.70622,0.790106493,-0.10231,5.87427001,0.768954,-999,-999,8.278941944,0.917974837,0.532463693,-0.27371,0.309171889,-0.5098,-999,-999,-999,-999
Pinus sylvestris,Cannell (1982).   Page 63,,175,47,1.672098,12,1.079181,13.01775148,1.114536,44.02366864,1.643686,4.142011834,0.617211,48.1656805,1.682738,-999,-999,61.18343195,1.786633834,3.147929518,0.498025,1.633134675,0.213022,-999,-999,-999,-999
Pinus sylvestris,Cannell (1982).   Page 63,,176,45,1.653213,15.4,1.187521,13.66197183,1.135513,48.09859155,1.682132,3.098591549,0.491164,51.1971831,1.709246,-999,-999,64.85915493,1.811971286,2.359152416,0.372756,1.225352384,0.088261,-999,-999,-999,-999
Pinus sylvestris,Cannell (1982).   Page 64,,177,-999,-999,-999,-999,40.40697674,1.606456,95.20348837,1.978653,5.959302326,0.775195,101.162791,2.005021,1.744186047,0.241593,141.5697674,2.150970519,-999,-999,-999,-999,-999,-999,-999,-999
Pinus sylvestris,Cannell (1982).   Page 64,,178,-999,-999,-999,-999,28.25,1.451018,58.375,1.766227,4.375,0.640978,62.75,1.797614,0.375,-0.42597,91,1.959041392,-999,-999,-999,-999,-999,-999,-999,-999
Pinus sylvestris,Cannell (1982).   Page 64,,179,-999,-999,-999,-999,35.58673469,1.551288,80.86734694,1.907773,5.229591837,0.718468,86.0969388,1.934988,1.147959184,0.059926,121.6836735,2.085232312,-999,-999,-999,-999,-999,-999,-999,-999
Pinus sylvestris,Cannell (1982).   Page 64,,180,-999,-999,-999,-999,42.73648649,1.630799,88.00675676,1.944516,6.756756757,0.829738,94.7635135,1.976641,1.858108108,0.269071,137.5,2.138302698,-999,-999,-999,-999,-999,-999,-999,-999
Pinus sylvestris,Cannell (1982).   Page 64,,181,-999,-999,-999,-999,33.68560106,1.527444,69.61690885,1.842715,5.944517834,0.774117,75.5614267,1.8783,1.05680317,0.023994,109.2470277,2.03840963,-999,-999,-999,-999,-999,-999,-999,-999
Pinus sylvestris,Cannell (1982).   Page 64,,182,-999,-999,-999,-999,35.20408163,1.546593,66.83673469,1.825015,5.484693878,0.739152,72.3214286,1.859267,1.147959184,0.059926,107.5255102,2.031511512,-999,-999,-999,-999,-999,-999,-999,-999
"Carpinus betulus, Betula pubescens",Cannell (1982).   Page 65,,183,35,1.544068,11.8,1.071882,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Carpinus betulus, Betula pubescens",Cannell (1982).   Page 65,,184,25,1.39794,11.4,1.056905,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
